formula,hform,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData range Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData maximum NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,DemlData maximum atom_radius,DemlData minimum molar_vol,DemlData maximum heat_fusion,DemlData minimum heat_cap,DemlData mean heat_cap,DemlData minimum first_ioniz,DemlData mean electric_pol,DemlData minimum GGAU_Etot,DemlData maximum GGAU_Etot,DemlData range GGAU_Etot,DemlData minimum FERE correction,DemlData maximum FERE correction,DemlData range FERE correction,PymatgenData maximum block,PymatgenData range block,PymatgenData mean block,PymatgenData std_dev block,PymatgenData minimum electrical_resistivity,PymatgenData maximum electrical_resistivity,PymatgenData minimum velocity_of_sound,PymatgenData mean velocity_of_sound,PymatgenData maximum thermal_conductivity,PymatgenData minimum bulk_modulus,PymatgenData mean bulk_modulus,PymatgenData minimum coefficient_of_linear_thermal_expansion,0-norm,2-norm,frac p valence electrons
Hf2PdZrBrCl3O4,-2.3409151307684724,8.0,72.0,64.0,29.0,8.0,44.0,95.0,76.75,18.5,87.0,54.8,2506.0,830.6541666666666,54.8,4.0,175.0,109.0,3.44,2.14,2.6941666666666664,3.44,0.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.6666666666666666,2.0,8.0,0.0,0.0,3.0,29.48,18.449791666666663,0.0,2.493,0.0,0.0,12.0,225.0,92.58333333333331,72.77777777777777,155,8.56,25500.0,25.36,33.15408333333333,640100,5.658166666666666,-8.12,-1.79,6.329999999999999,-0.2774044624888874,0.725294373888687,1.0026988363775744,3.0,1.0,2.333333333333333,0.5345224838248488,1.054e-07,24391195280670.85,206.0,1523.6447916666666,72.0,1.1,71.5975845410628,5.7e-06,6,0.4714045207910317,0.3214285714285714
Hf2S10,-0.6776822258315196,16.0,72.0,56.0,25.33333333333333,16.0,45.0,88.0,80.83333333333333,11.944444444444448,88.0,388.36,2506.0,741.3000000000001,388.36,3.0,175.0,70.0,2.58,1.28,2.3666666666666667,2.58,2.0,2.0,2.0,0.0,4.0,1.111111111111111,2.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.5555555555555555,2.0,8.0,0.0,2.0,3.0,25.786875,25.189062499999995,0.0,2.202,2.202,0.0,70.0,194.0,90.66666666666669,34.44444444444445,155,13.44,25500.0,22.75,23.246666666666663,658500,5.116666666666666,-8.12,-4.06,4.06,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.1666666666666665,0.7071067811865475,3.31e-07,2000000000000000.0,3010.0,3423.114583333333,23.0,7.7,24.75,5.9e-06,2,0.8498365855987975,0.4166666666666667
Hf2S2,-0.8050002711568736,16.0,72.0,56.0,44.0,16.0,45.0,88.0,66.5,21.5,45.0,388.36,2506.0,1447.18,388.36,3.0,175.0,70.0,2.58,1.28,1.94,1.3,2.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,5.0,25.786875,23.9934375,0.0,2.202,0.0,0.0,70.0,194.0,132.0,62.0,155,13.44,25500.0,22.75,24.24,658500,9.55,-8.12,-4.06,4.06,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.5,0.7071067811865476,3.31e-07,2000000000000000.0,3010.0,3257.86875,23.0,7.7,58.85,5.9e-06,2,0.7071067811865476,0.1666666666666666
Hf2S2Sb,-1.0304167331052647,16.0,72.0,56.0,45.4,16.0,45.0,88.0,70.2,20.16,45.0,388.36,2506.0,1338.5,388.36,3.0,175.0,70.0,2.58,1.28,1.962,1.3,2.0,2.0,2.0,0.0,4.0,1.7600000000000002,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,3.0,1.12,0.0,8.0,0.0,2.0,4.6,31.56,25.50675,0.0,2.202,0.0,0.0,70.0,194.0,138.8,55.04,155,13.44,25500.0,22.75,24.438,658500,8.959999999999999,-8.12,-4.06,4.06,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.4,0.6123724356957945,3.31e-07,2000000000000000.0,3010.0,3290.295,24.0,7.7,55.48,5.9e-06,3,0.6000000000000001,0.1746031746031746
Hf2S2Si2,-1.0992189333882092,14.0,72.0,58.0,34.0,14.0,45.0,88.0,70.33333333333333,16.88888888888889,45.0,388.36,2506.0,1527.12,388.36,3.0,175.0,70.0,2.58,1.28,1.9266666666666663,1.3,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,1.3333333333333333,0.0,8.0,0.0,2.0,4.666666666666667,25.786875,22.808958333333333,0.0,2.202,0.0,0.0,70.0,227.0,163.66666666666666,62.44444444444445,155,12.06,50200.0,19.789,22.75633333333333,658500,8.209999999999999,-8.12,-4.06,4.06,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.333333333333333,0.5773502691896258,3.31e-07,2000000000000000.0,2200.0,2905.245833333333,150.0,7.7,72.56666666666666,2.6e-06,3,0.5773502691896257,0.2142857142857142
Hf2S4Se,-1.030511521029181,16.0,72.0,56.0,34.57142857142857,16.0,45.0,89.0,75.85714285714286,17.632653061224488,88.0,388.36,2506.0,1008.4914285714286,388.36,3.0,175.0,70.0,2.58,1.28,2.21,2.58,2.0,2.0,2.0,0.0,4.0,1.6326530612244896,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.8163265306122448,2.0,8.0,0.0,2.0,3.7142857142857135,25.92,24.781071428571423,0.0,2.202,2.202,0.0,14.0,194.0,97.42857142857144,55.18367346938776,155,13.44,25500.0,22.75,23.97471428571429,658500,6.824285714285715,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.2857142857142856,0.5976143046671968,3.31e-07,2000000000000000.0,3010.0,3341.85,23.0,7.7,37.01428571428572,5.9e-06,3,0.6546536707079771,0.2631578947368421
Hf2S6,-1.2085107862613782,16.0,72.0,56.0,30.0,16.0,45.0,88.0,77.25,16.125,88.0,388.36,2506.0,917.77,388.36,3.0,175.0,70.0,2.58,1.28,2.26,2.58,2.0,2.0,2.0,0.0,4.0,1.5,2.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.75,2.0,8.0,0.0,2.0,3.5,25.786875,24.89015625,0.0,2.202,2.202,0.0,70.0,194.0,101.0,46.5,155,13.44,25500.0,22.75,23.495,658500,6.225,-8.12,-4.06,4.06,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.25,0.7071067811865476,3.31e-07,2000000000000000.0,3010.0,3381.8031250000004,23.0,7.7,33.275,5.9e-06,2,0.7905694150420949,0.3333333333333333
Hf2S6Sb2,-0.9040329497725488,16.0,72.0,56.0,34.2,16.0,45.0,88.0,78.8,13.52,88.0,388.36,2506.0,914.972,388.36,3.0,175.0,70.0,2.58,1.28,2.218,2.58,2.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,3.0,0.72,2.0,8.0,0.0,2.0,3.4,31.56,26.224125,0.0,2.202,2.202,0.0,70.0,194.0,114.0,52.8,155,13.44,25500.0,22.75,23.842,658500,6.3,-8.12,-4.06,4.06,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.2,0.5345224838248488,3.31e-07,2000000000000000.0,3010.0,3389.4425,24.0,7.7,35.02,5.9e-06,3,0.66332495807108,0.2941176470588235
Hf2S8Si2,-0.9242893024497292,14.0,72.0,58.0,25.0,16.0,45.0,88.0,79.16666666666667,11.777777777777777,88.0,388.36,2506.0,957.74,388.36,3.0,175.0,70.0,2.58,1.28,2.2533333333333334,2.58,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,25.786875,24.297916666666666,0.0,2.202,2.202,0.0,70.0,227.0,116.83333333333331,62.44444444444445,155,12.06,50200.0,19.789,22.75316666666667,658500,5.555,-8.12,-4.06,4.06,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.1666666666666665,0.5270462766947298,3.31e-07,2000000000000000.0,2200.0,3205.491666666667,150.0,7.7,40.13333333333333,2.6e-06,3,0.7071067811865476,0.3913043478260869
Hf2STe2,-0.7911016148830654,16.0,72.0,56.0,52.8,52.0,45.0,90.0,71.6,21.28,45.0,388.36,2506.0,1369.136,722.66,3.0,175.0,70.0,2.58,1.28,1.876,1.3,2.0,2.0,2.0,0.0,4.0,1.9200000000000004,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.9600000000000002,0.0,8.0,0.0,2.0,4.4,34.7633333333,27.94270833332,0.0,2.202,0.0,0.0,70.0,194.0,152.4,33.28,155,13.44,25500.0,22.75,25.134000000000004,658500,9.26,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.4,0.6123724356957945,3.31e-07,2000000000000000.0,2610.0,2949.1475,23.0,7.7,71.53999999999999,5.9e-06,3,0.6000000000000001,0.1621621621621621
Hf2Sb2Se6,-0.7518869858500665,34.0,72.0,38.0,45.0,34.0,45.0,89.0,79.4,13.759999999999996,89.0,494.0,2506.0,978.356,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.2,2.55,2.0,2.0,2.0,0.0,4.0,1.2,10.0,8.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,0.72,2.0,8.0,0.0,2.0,3.4,31.56,26.304,0.0,0.799,0.799,0.0,14.0,194.0,80.4,79.67999999999999,155,13.44,25500.0,25.23,25.4098,658500,6.822,-8.12,-3.48,4.639999999999999,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.2,0.5345224838248488,3.31e-07,24391195280670.85,3010.0,3296.0,24.0,8.3,35.38,5.9e-06,3,0.6633249580710799,0.1851851851851852
Hf2Sb2Te6,-0.3859984025888942,51.0,72.0,21.0,55.8,52.0,45.0,90.0,80.0,14.0,90.0,722.66,2506.0,1115.552,722.66,1.0,175.0,37.0,2.1,0.8,1.93,2.1,2.0,2.0,2.0,0.0,4.0,1.2,10.0,8.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,0.72,2.0,8.0,0.0,2.0,3.4,34.7633333333,31.60999999998,0.0,0.464,0.464,0.0,152.0,194.0,163.2,13.439999999999998,155,13.44,25500.0,25.23,25.630000000000003,658500,7.859999999999999,-8.12,-3.14,4.979999999999999,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.2,0.5345224838248488,3.31e-07,0.0001,2610.0,2852.0,24.0,42.0,69.4,5.9e-06,3,0.6633249580710799,0.1851851851851852
Hf2SbSe2,-0.9117139484062088,34.0,72.0,38.0,52.6,34.0,45.0,89.0,70.6,20.48,45.0,494.0,2506.0,1380.756,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,1.95,1.3,2.0,2.0,2.0,0.0,4.0,1.7600000000000002,10.0,8.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,1.12,0.0,8.0,0.0,2.0,4.6,31.56,25.56,0.0,0.799,0.0,0.0,14.0,194.0,116.4,81.92,155,13.44,25500.0,25.23,25.4832,658500,9.308,-8.12,-3.48,4.639999999999999,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.4,0.6123724356957945,3.31e-07,24391195280670.85,3010.0,3228.0,24.0,8.3,55.720000000000006,5.9e-06,3,0.6000000000000001,0.1325301204819277
Hf2SbTe2,-0.6516788484943816,51.0,72.0,21.0,59.8,52.0,45.0,90.0,71.0,20.8,45.0,722.66,2506.0,1472.2199999999998,722.66,1.0,175.0,37.0,2.1,0.8,1.7700000000000002,1.3,2.0,2.0,2.0,0.0,4.0,1.7600000000000002,10.0,8.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,1.12,0.0,8.0,0.0,2.0,4.6,34.7633333333,29.09733333332,0.0,0.464,0.0,0.0,152.0,194.0,171.6,17.919999999999998,155,13.44,25500.0,25.23,25.630000000000003,658500,10.0,-8.12,-3.14,4.979999999999999,-0.1662260747305097,0.7223042388381522,0.888530313568662,3.0,1.0,2.4,0.6123724356957945,3.31e-07,0.0001,2610.0,2932.0,24.0,42.0,78.4,5.9e-06,3,0.6000000000000001,0.1325301204819277
Hf2ScBr3SSe3,-1.4442765488972085,16.0,72.0,56.0,38.8,34.0,11.0,95.0,74.1,24.26,89.0,265.8,2506.0,949.376,265.8,3.0,175.0,70.0,2.96,1.66,2.307,2.55,2.0,2.0,2.0,0.0,5.0,1.86,10.0,10.0,0.0,0.0,3.0,15.0,0.0,0.0,2.0,0.72,1.0,9.0,0.0,1.0,3.6,29.48,25.8621875,0.0,2.202,0.799,6.35e-06,14.0,194.0,88.6,63.24,160,13.44,25500.0,22.75,40.2889,633100,7.356,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.3,0.5256574830378468,3.31e-07,2000000000000000.0,3010.0,3359.86875,23.0,1.9,31.529999999999998,5.9e-06,5,0.4898979485566356,0.2152777777777778
Hf2ScBr4ClOSe,-1.6514942297575437,8.0,72.0,64.0,36.4,35.0,11.0,95.0,75.1,24.860000000000003,95.0,54.8,2506.0,860.96,265.8,4.0,175.0,109.0,3.44,2.14,2.495,2.96,2.0,2.0,2.0,0.0,5.0,1.98,10.0,10.0,0.0,0.0,3.0,15.0,0.0,0.0,2.0,0.54,1.0,9.0,0.0,1.0,3.4,29.48,24.40775,0.0,2.493,1.457,6.35e-06,12.0,194.0,92.8,60.71999999999999,160,13.44,25500.0,25.363,46.843,633100,6.915200000000001,-8.12,-1.79,6.329999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.3,0.5256574830378468,3.31e-07,24391195280670.85,206.0,2742.21875,23.0,1.1,38.47942028985507,5.9e-06,6,0.4898979485566357,0.2426470588235294
Hf2ScI2N3,-1.4008350059143488,7.0,72.0,65.0,36.5,7.0,11.0,96.0,67.375,25.28125,82.0,63.05,2506.0,973.60625,63.05,4.0,175.0,104.0,3.04,1.74,2.3000000000000003,3.04,2.0,2.0,2.0,0.0,5.0,1.78125,10.0,10.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,1.21875,3.0,9.0,0.0,1.0,4.5,43.015,24.62140625,0.0,6.437,6.437,6.35e-06,64.0,194.0,161.5,48.75,160,13.44,25500.0,25.52,34.154,633100,8.025,-8.31,-4.027581150943398,4.282418849056603,-0.1999999999999993,0.7223042388381522,0.9223042388381516,3.0,1.0,2.375,0.5710402407201608,3.31e-07,24391195280670.85,333.6,2192.2515625,23.0,7.7,70.59782608695652,5.9e-06,4,0.5303300858899106,0.2159090909090909
Hf2Se10,-0.6898821708894948,34.0,72.0,38.0,40.333333333333336,34.0,45.0,89.0,81.66666666666667,12.22222222222222,89.0,494.0,2506.0,829.3333333333334,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.341666666666667,2.55,2.0,2.0,2.0,0.0,4.0,1.111111111111111,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,0.5555555555555555,2.0,8.0,0.0,2.0,3.0,25.92,25.3,0.0,0.799,0.799,0.0,14.0,194.0,44.0,50.0,155,13.44,25500.0,25.363,25.424166666666665,658500,5.841666666666666,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.1666666666666665,0.7071067811865475,3.31e-07,24391195280670.85,3010.0,3293.333333333333,23.0,8.3,25.25,5.9e-06,2,0.8498365855987975,0.2040816326530612
Hf2Se2,-1.0122978809694585,34.0,72.0,38.0,53.0,34.0,45.0,89.0,67.0,22.0,45.0,494.0,2506.0,1500.0,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,1.925,1.3,2.0,2.0,2.0,0.0,4.0,2.0,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,5.0,25.92,24.06,0.0,0.799,0.0,0.0,14.0,194.0,104.0,90.0,155,13.44,25500.0,25.363,25.5465,658500,9.985,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.5,0.7071067811865476,3.31e-07,24391195280670.85,3010.0,3180.0,23.0,8.3,59.15,5.9e-06,2,0.7071067811865476,0.1176470588235294
Hf2Se2Si2,-0.9950818212417212,14.0,72.0,58.0,40.0,14.0,45.0,89.0,70.66666666666667,17.11111111111111,45.0,494.0,2506.0,1562.3333333333333,494.0,3.0,175.0,64.0,2.55,1.2499999999999998,1.9166666666666667,1.3,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,1.3333333333333333,0.0,8.0,0.0,2.0,4.666666666666667,25.92,22.85333333333333,0.0,0.799,0.0,0.0,14.0,227.0,145.0,87.33333333333333,155,12.06,50200.0,19.789,23.627333333333336,658500,8.5,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.333333333333333,0.5773502691896258,3.31e-07,24391195280670.85,2200.0,2853.333333333333,150.0,8.3,72.76666666666667,2.6e-06,3,0.5773502691896257,0.1578947368421052
Hf2Se6,-1.016261336245476,34.0,72.0,38.0,43.5,34.0,45.0,89.0,78.0,16.5,89.0,494.0,2506.0,997.0,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.2375,2.55,2.0,2.0,2.0,0.0,4.0,1.5,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,0.75,2.0,8.0,0.0,2.0,3.5,25.92,24.99,0.0,0.799,0.799,0.0,14.0,194.0,59.0,67.5,155,13.44,25500.0,25.363,25.45475,658500,6.8775,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.25,0.7071067811865476,3.31e-07,24391195280670.85,3010.0,3265.0,23.0,8.3,33.725,5.9e-06,2,0.7905694150420949,0.1818181818181818
Hf2Se8Si2,-0.7730015572011837,14.0,72.0,58.0,37.0,34.0,45.0,89.0,79.83333333333333,12.222222222222223,89.0,494.0,2506.0,1028.1666666666667,494.0,3.0,175.0,64.0,2.55,1.2499999999999998,2.2333333333333334,2.55,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,25.92,24.38666666666667,0.0,0.799,0.799,0.0,14.0,227.0,79.5,87.33333333333333,155,12.06,50200.0,19.789,24.495166666666663,658500,6.135000000000001,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.1666666666666665,0.5270462766947298,3.31e-07,24391195280670.85,2200.0,3101.6666666666665,150.0,8.3,40.53333333333333,2.6e-06,3,0.7071067811865476,0.2093023255813953
Hf2SeTe,-0.5289271329566168,34.0,72.0,38.0,57.5,72.0,45.0,90.0,67.25,22.25,45.0,494.0,2506.0,1557.165,2506.0,2.0,175.0,55.0,2.55,1.2499999999999998,1.8125,1.3,2.0,2.0,2.0,0.0,4.0,2.0,10.0,8.0,0.0,14.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,8.0,8.0,2.0,5.0,34.7633333333,26.270833333325,0.0,0.799,0.0,0.0,14.0,194.0,138.5,62.25,155,13.44,25500.0,25.363,25.638250000000003,658500,10.4175,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.5,0.6324555320336759,3.31e-07,24391195280670.85,2610.0,2995.0,23.0,8.3,73.325,5.9e-06,3,0.6123724356957945,0.1176470588235294
Hf2Si2Te2,-0.7159372213324756,14.0,72.0,58.0,46.0,14.0,45.0,90.0,71.0,17.333333333333332,45.0,722.66,2506.0,1638.5533333333333,722.66,3.0,175.0,64.0,2.1,0.8,1.7666666666666668,1.3,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,1.3333333333333333,0.0,8.0,0.0,2.0,4.666666666666667,34.7633333333,25.8011111111,0.0,0.773,0.0,0.0,152.0,227.0,191.0,26.0,155,12.06,50200.0,19.789,23.74966666666667,658500,9.076666666666666,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.333333333333333,0.5773502691896258,3.31e-07,0.001,2200.0,2606.6666666666665,150.0,65.0,91.66666666666669,2.6e-06,3,0.5773502691896257,0.1578947368421052
Hf2Si2Te8,-0.4302848488533553,14.0,72.0,58.0,49.0,52.0,45.0,90.0,80.5,12.666666666666666,90.0,722.66,2506.0,1180.6066666666666,722.66,3.0,175.0,64.0,2.1,0.8,1.9333333333333336,2.1,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,34.7633333333,30.282222222199994,0.0,0.773,0.464,0.0,152.0,227.0,171.5,26.0,155,12.06,50200.0,19.789,24.739833333333337,658500,7.288333333333334,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.1666666666666665,0.5270462766947298,3.31e-07,0.001,2200.0,2608.333333333333,150.0,65.0,78.33333333333333,2.6e-06,3,0.7071067811865476,0.2093023255813953
Hf2Sn2S8,-0.919155597896022,16.0,72.0,56.0,31.0,16.0,45.0,88.0,79.5,11.5,88.0,388.36,2506.0,760.7533333333334,388.36,3.0,175.0,70.0,2.58,1.28,2.263333333333333,2.58,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,33.285,26.43875,0.0,2.202,2.202,0.0,70.0,194.0,102.5,43.333333333333336,155,13.44,25500.0,22.75,23.973666666666663,658500,5.916666666666667,-8.12,-3.97,4.149999999999999,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.1666666666666665,0.5270462766947298,1.1e-07,2000000000000000.0,2500.0,3255.491666666667,67.0,7.7,33.13333333333333,5.9e-06,3,0.7071067811865476,0.3214285714285714
Hf2Sn2Se8,-0.8041658850900385,34.0,72.0,38.0,43.0,34.0,45.0,89.0,80.16666666666667,11.777777777777777,89.0,494.0,2506.0,831.18,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.243333333333333,2.55,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,8.0,0.0,0.0,14.0,4.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,33.285,26.527500000000003,0.0,0.799,0.799,0.0,14.0,194.0,65.16666666666667,68.22222222222221,155,13.44,25500.0,25.363,25.715666666666664,658500,6.496666666666666,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.1666666666666665,0.5270462766947298,1.1e-07,24391195280670.85,2500.0,3151.6666666666665,67.0,8.3,33.53333333333333,5.9e-06,3,0.7071067811865476,0.1875
Hf2Sn2Te8,-0.4883654068167005,50.0,72.0,22.0,55.0,52.0,45.0,90.0,80.83333333333333,12.222222222222223,90.0,505.08,2506.0,983.62,722.66,1.0,175.0,37.0,2.1,0.8,1.9433333333333331,2.1,2.0,2.0,2.0,0.0,4.0,1.3333333333333333,10.0,8.0,0.0,0.0,14.0,4.0,0.0,0.0,4.0,0.6666666666666666,2.0,8.0,0.0,2.0,3.333333333333333,34.7633333333,32.42305555553333,0.0,0.464,0.464,0.0,141.0,194.0,157.16666666666666,12.277777777777771,155,13.44,25500.0,25.73,25.96033333333333,658500,7.649999999999999,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.1666666666666665,0.5270462766947298,1.1e-07,0.0001,2500.0,2658.333333333333,67.0,58.0,71.33333333333333,5.9e-06,3,0.7071067811865476,0.1875
Hf2Te10,-0.4551164712954119,52.0,72.0,20.0,55.333333333333336,52.0,45.0,90.0,82.5,12.5,90.0,722.66,2506.0,1019.8833333333332,722.66,1.0,175.0,37.0,2.1,0.8,1.9666666666666668,2.1,2.0,2.0,2.0,0.0,4.0,1.111111111111111,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,0.5555555555555555,2.0,8.0,0.0,2.0,3.0,34.7633333333,32.66944444441666,0.0,0.464,0.464,0.0,152.0,194.0,159.0,11.666666666666666,155,13.44,25500.0,25.73,25.73,658500,7.283333333333334,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.1666666666666665,0.7071067811865475,3.31e-07,0.0001,2610.0,2676.6666666666665,23.0,65.0,72.5,5.9e-06,2,0.8498365855987975,0.2040816326530612
Hf2Te2,-0.4067593088323873,52.0,72.0,20.0,62.0,52.0,45.0,90.0,67.5,22.5,45.0,722.66,2506.0,1614.33,722.66,1.0,175.0,37.0,2.1,0.8,1.7000000000000002,1.3,2.0,2.0,2.0,0.0,4.0,2.0,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,5.0,34.7633333333,28.48166666665,0.0,0.464,0.0,0.0,152.0,194.0,173.0,21.0,155,13.44,25500.0,25.73,25.73,658500,10.85,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.5,0.7071067811865476,3.31e-07,0.0001,2610.0,2810.0,23.0,65.0,87.5,5.9e-06,2,0.7071067811865476,0.1176470588235294
