Classe,formula
Ternários / Multicomponentes,CrNiS4
Ternários / Multicomponentes,CrSSe
Ternários / Multicomponentes,CrTaTe2
Ternários / Multicomponentes,CrW3S8
Ternários / Multicomponentes,CrW3Se8
Ternários / Multicomponentes,CrW3Te8
Ternários / Multicomponentes,Cs2N2S6
Ternários / Multicomponentes,CsGeTe2
Ternários / Multicomponentes,CsSnS2
Ternários / Multicomponentes,Cu2As2S4
Ternários / Multicomponentes,Cu2As2Se6
Ternários / Multicomponentes,Cu2As2Te6
Ternários / Multicomponentes,Cu2MoSe4
Ternários / Multicomponentes,Cu2P2Te4
Ternários / Multicomponentes,Cu2RhSe3Te
Ternários / Multicomponentes,Cu2S4Se
Ternários / Multicomponentes,Cu2S6Sb2
Ternários / Multicomponentes,Cu2Sb2Se6
Ternários / Multicomponentes,Cu2Sn2S6
Ternários / Multicomponentes,Cu2VS5
Ternários / Multicomponentes,Cu2WTe4
Ternários / Multicomponentes,Cu3PS4
Ternários / Multicomponentes,Cu3S4Sb
Ternários / Multicomponentes,Cu4S12Se2
Ternários / Multicomponentes,Cu4S12Te4
Ternários / Multicomponentes,CuB6H4N6S2
Ternários / Multicomponentes,CuH2S2
Ternários / Multicomponentes,CuInS6Sb2
Ternários / Multicomponentes,CuNiSeSi2Te5
Ternários / Multicomponentes,CuP2SbSe6
Ternários / Multicomponentes,CuScAs2S6
Ternários / Multicomponentes,CuScP2Se6
Ternários / Multicomponentes,CuScS6Sb2
Ternários / Multicomponentes,CuVAs2Te6
Ternários / Multicomponentes,CuVP2Se6
Ternários / Multicomponentes,CuVP2Te6
Ternários / Multicomponentes,CuVSe2
Ternários / Multicomponentes,Fe2As2Se6
Ternários / Multicomponentes,Fe2BH2
Ternários / Multicomponentes,Fe2H2S2
Ternários / Multicomponentes,Fe2H2S4
Ternários / Multicomponentes,Fe2K2As2
Ternários / Multicomponentes,Fe2K2Sb2
Ternários / Multicomponentes,Fe2MnN12
Ternários / Multicomponentes,Fe2Ni2P2
Ternários / Multicomponentes,Fe2P2S5
Ternários / Multicomponentes,Fe2P2Te6
Ternários / Multicomponentes,Fe2S8Te2
Ternários / Multicomponentes,Fe2Sr2Ge2
Ternários / Multicomponentes,Fe2Sr2Si2
Ternários / Multicomponentes,Fe2Ta2Te6
Ternários / Multicomponentes,Fe3B2H2S2
Ternários / Multicomponentes,Fe4Nb2S6
Ternários / Multicomponentes,Fe4Nb2Te6
Ternários / Multicomponentes,Fe4Nb4Se8
Ternários / Multicomponentes,FeC4H8N2S4
Ternários / Multicomponentes,FeGa2S4
Ternários / Multicomponentes,FeGa2Te4
Ternários / Multicomponentes,FeIn2Se4
Ternários / Multicomponentes,FeNaAs2Te6
Ternários / Multicomponentes,Ga2As2Te6
Ternários / Multicomponentes,Ga2C4H14
Ternários / Multicomponentes,Ga2Ge2Se2
Ternários / Multicomponentes,Ga2Ge2Se6
Ternários / Multicomponentes,Ga2HgS4
Ternários / Multicomponentes,Ga2HgSe4
Ternários / Multicomponentes,Ga2Mg2Se5
Ternários / Multicomponentes,Ga2Mn2S5
Ternários / Multicomponentes,Ga2MnTe4
Ternários / Multicomponentes,Ga2Ni2S5
Ternários / Multicomponentes,Ga2Ni2Se5
Ternários / Multicomponentes,Ga2Ni2Te5
Ternários / Multicomponentes,Ga2P2S6
Ternários / Multicomponentes,Ga2PdTe4
Ternários / Multicomponentes,Ga2S6Sb2
Ternários / Multicomponentes,Ga2Sn2S2
Ternários / Multicomponentes,GaH2S2
Ternários / Multicomponentes,GaHfSe2
Ternários / Multicomponentes,GaLiAs2Te6
Ternários / Multicomponentes,GaLiP2Te6
Ternários / Multicomponentes,GaNaS6Sb2
Ternários / Multicomponentes,GaSSe
Ternários / Multicomponentes,Ge2P2S6
Ternários / Multicomponentes,Ge2STe
Ternários / Multicomponentes,Ge4P4Se4
Ternários / Multicomponentes,Ge4S6Se2
Ternários / Multicomponentes,Ge4Sb4Se4
Ternários / Multicomponentes,H2P6S12
Ternários / Multicomponentes,H2S10Sb2Te2
Ternários / Multicomponentes,H2S12Sb6
Ternários / Multicomponentes,Hf2Ge2Se2
Ternários / Multicomponentes,Hf2Ge2Te8
Ternários / Multicomponentes,Hf2PSe2
Ternários / Multicomponentes,Hf2PTe2
Ternários / Multicomponentes,Hf2S2Sb
Ternários / Multicomponentes,Hf2S2Si2
Ternários / Multicomponentes,Hf2S6Sb2
Ternários / Multicomponentes,Hf2S8Si2
Ternários / Multicomponentes,Hf2Se2Si2
Ternários / Multicomponentes,Hf2Si2Te2
Ternários / Multicomponentes,Hf3B2H2
Ternários / Multicomponentes,Hf3B2H2S2
Ternários / Multicomponentes,Hf3TiSe8
Ternários / Multicomponentes,Hf4C3S2
Ternários / Multicomponentes,Hf4H2N3S2
Ternários / Multicomponentes,HfNa2H6S6
Ternários / Multicomponentes,HfTi3Te8
Ternários / Multicomponentes,HfVGe2Se8
Ternários / Multicomponentes,HfVNSe2
Ternários / Multicomponentes,HfVS2
Ternários / Multicomponentes,HfZnS2
Ternários / Multicomponentes,Hg2As2Te6
Ternários / Multicomponentes,Hg2H4S10
Ternários / Multicomponentes,Hg2H4S8Se2
Ternários / Multicomponentes,Hg2Mn3S8
Ternários / Multicomponentes,Hg2Pt4S6
Ternários / Multicomponentes,HgIn2S4
Ternários / Multicomponentes,In2As2S6
Ternários / Multicomponentes,In2Ge2S6
Ternários / Multicomponentes,In2Ge2Se6
Ternários / Multicomponentes,In2Mg2S5
Ternários / Multicomponentes,In2MgS4
Ternários / Multicomponentes,In2Mn2S5
Ternários / Multicomponentes,In2MnTe4
Ternários / Multicomponentes,In2Ni4S6
Ternários / Multicomponentes,In2NiSe4
Ternários / Multicomponentes,In2P2S6
Ternários / Multicomponentes,In2P2Te6
Ternários / Multicomponentes,In2Pd4Te6
Ternários / Multicomponentes,In2Sb2Se6
Ternários / Multicomponentes,In2Se2Si2
Ternários / Multicomponentes,In2Si2Te6
Ternários / Multicomponentes,In2Tl2S6
Ternários / Multicomponentes,In2ZnSe4
Ternários / Multicomponentes,InGeS2
Ternários / Multicomponentes,InGeSe3
Ternários / Multicomponentes,InLiP2Se6
Ternários / Multicomponentes,InLiSb2Se6
Ternários / Multicomponentes,InMnSe4
Ternários / Multicomponentes,InNaS6Sb2
Ternários / Multicomponentes,InNaSb2Te6
Ternários / Multicomponentes,InPbTe2
Ternários / Multicomponentes,InSe3Si
Ternários / Multicomponentes,InSiTe3
Ternários / Multicomponentes,Ir2Nb2S8
Ternários / Multicomponentes,Ir2PdSe7
Ternários / Multicomponentes,K2B2C2Te2
Ternários / Multicomponentes,K2B2H6N8S2
Ternários / Multicomponentes,K2B2N2S2
Ternários / Multicomponentes,K2N2S6
Ternários / Multicomponentes,K2Ni2Sb2
Ternários / Multicomponentes,K2Pd2As2
Ternários / Multicomponentes,K4S8Te4
Ternários / Multicomponentes,Li2B2H6N8S2
Ternários / Multicomponentes,Li2C2H4
Ternários / Multicomponentes,Li2C2H4S6
Ternários / Multicomponentes,Li2C2N2Se2
Ternários / Multicomponentes,Li2MgH4S10
Ternários / Multicomponentes,Li2Ni2Sb2
Ternários / Multicomponentes,Li2PbH6S6
Ternários / Multicomponentes,Li4BS4
Ternários / Multicomponentes,Li4NS4
Ternários / Multicomponentes,Li4S8Sb4
Ternários / Multicomponentes,Li4S8Se4
Ternários / Multicomponentes,Li6H2S8Se2
Ternários / Multicomponentes,Li6H2S8Te2
Ternários / Multicomponentes,LiNiAs2Se6
Ternários / Multicomponentes,LiNiPdSe2
Ternários / Multicomponentes,LiPdAs2S6
Ternários / Multicomponentes,LiPdP2Te6
Ternários / Multicomponentes,Mg2As2Se6
Ternários / Multicomponentes,Mg2Mn2Sn2
Ternários / Multicomponentes,Mg2Ni2Sn2
Ternários / Multicomponentes,MgB2H8
Ternários / Multicomponentes,Mn2As2S6
Ternários / Multicomponentes,Mn2BH2S2
Ternários / Multicomponentes,Mn2MoS4
Ternários / Multicomponentes,Mn2PtS5Se
Ternários / Multicomponentes,Mn2S6Sb2
Ternários / Multicomponentes,Mn2Sr2Si2
Ternários / Multicomponentes,Mn3C2H2
Ternários / Multicomponentes,Mn3C6N6
Ternários / Multicomponentes,Mn3H2N2
Ternários / Multicomponentes,Mn3H2N2S2
Ternários / Multicomponentes,Mn3Se2Si
Ternários / Multicomponentes,Mn4C3H2S2
Ternários / Multicomponentes,Mn4H2N3S2
Ternários / Multicomponentes,MnAsS2
Ternários / Multicomponentes,MnGeP2S6
Ternários / Multicomponentes,MnH2S2
Ternários / Multicomponentes,MnMoTe2
Ternários / Multicomponentes,MnNbSeTe
Ternários / Multicomponentes,MnNbTe4
Ternários / Multicomponentes,MnSSeSi
Ternários / Multicomponentes,MnSb2Te4
Ternários / Multicomponentes,MnVTe2
Ternários / Multicomponentes,MnWSbSe3
Ternários / Multicomponentes,MnZn2C6N6
Ternários / Multicomponentes,MnZnSe2
Ternários / Multicomponentes,Mo2As2S10
Ternários / Multicomponentes,Mo2As2Te6
Ternários / Multicomponentes,Mo2As4S12
Ternários / Multicomponentes,Mo2BS2
Ternários / Multicomponentes,Mo2H2N
Ternários / Multicomponentes,Mo2NTe2
Ternários / Multicomponentes,Mo2Nb2S11
Ternários / Multicomponentes,Mo2P2S10
Ternários / Multicomponentes,Mo2S6Sb2
Ternários / Multicomponentes,Mo2Sb2Se6
Ternários / Multicomponentes,Mo2V2Te8
Ternários / Multicomponentes,Mo2W2Se6
Ternários / Multicomponentes,Mo3B2S2
Ternários / Multicomponentes,Mo3C2H2
Ternários / Multicomponentes,Mo3H2N2
Ternários / Multicomponentes,Mo4C3H2S2
Ternários / Multicomponentes,Mo4C3S2
Ternários / Multicomponentes,Mo4H2N3S2
Ternários / Multicomponentes,MoNb3Se5Te3
Ternários / Multicomponentes,MoNb3SeTe3
Ternários / Multicomponentes,MoPbS4
Ternários / Multicomponentes,MoRh2Se3Te
Ternários / Multicomponentes,MoSnS4
Ternários / Multicomponentes,MoW3S8
Ternários / Multicomponentes,Na2B2C2S2
Ternários / Multicomponentes,Na2C6H6S6
Ternários / Multicomponentes,Na2H2N2S6
Ternários / Multicomponentes,Na2H2S2
Ternários / Multicomponentes,Na2H4N2
Ternários / Multicomponentes,Na2N2S6
Ternários / Multicomponentes,Na2NiH2
Ternários / Multicomponentes,Na4As4S8
Ternários / Multicomponentes,Na4CS4
Ternários / Multicomponentes,NaC2H3S5
Ternários / Multicomponentes,NaNiAs2S6
Ternários / Multicomponentes,NaNiP2S6
Ternários / Multicomponentes,NaNiP2Se6
Ternários / Multicomponentes,NaPdAs2Se6
Ternários / Multicomponentes,NaPdSb2Te6
Ternários / Multicomponentes,Nb2BH2S2
Ternários / Multicomponentes,Nb2BS2
Ternários / Multicomponentes,Nb2CSe2
Ternários / Multicomponentes,Nb2CTe2
Ternários / Multicomponentes,Nb2H2N
Ternários / Multicomponentes,Nb2NTe2
Ternários / Multicomponentes,Nb2Ni4S6
Ternários / Multicomponentes,Nb2NiS6
Ternários / Multicomponentes,Nb2Pd2Se10
Ternários / Multicomponentes,Nb2Pd4Se2Te2
Ternários / Multicomponentes,Nb2Pd4Se4
Ternários / Multicomponentes,Nb2PdTe6
Ternários / Multicomponentes,Nb2Pt2Se10
Ternários / Multicomponentes,Nb2PtS6
Ternários / Multicomponentes,Nb2PtSe6
Ternários / Multicomponentes,Nb2Rh2S8
Ternários / Multicomponentes,Nb2Ru2Se8
Ternários / Multicomponentes,Nb2Sn2As2
Ternários / Multicomponentes,Nb2SnTe2
Ternários / Multicomponentes,Nb3B2H2
Ternários / Multicomponentes,Nb3C2S2
Ternários / Multicomponentes,Nb3Ni3Se14
Ternários / Multicomponentes,Nb3SbTe6
Ternários / Multicomponentes,Nb4H2N3S2
Ternários / Multicomponentes,Nb4Ni4Se8
Ternários / Multicomponentes,Nb4Pd2Se10
Ternários / Multicomponentes,Nb4Pd2Se14
Ternários / Multicomponentes,Nb4Pd4Te8
Ternários / Multicomponentes,Nb4Pd6S10
Ternários / Multicomponentes,Nb4Pt2Te14
Ternários / Multicomponentes,Nb4Pt6Se10
Ternários / Multicomponentes,Nb4S8Si2
Ternários / Multicomponentes,Nb4Si2Te8
Ternários / Multicomponentes,Nb6Se12Si2
Ternários / Multicomponentes,Nb6Si2Te12
Ternários / Multicomponentes,NbNi3Se6
Ternários / Multicomponentes,NbSeTe
Ternários / Multicomponentes,NbSiTe2
Ternários / Multicomponentes,NbVSTe
Ternários / Multicomponentes,NbZrSe2
Ternários / Multicomponentes,Ni2As2Te5
Ternários / Multicomponentes,Ni2H2Se4
Ternários / Multicomponentes,Ni2H2Te4
Ternários / Multicomponentes,Ni2P2Te5
Ternários / Multicomponentes,Ni2PS4Si
Ternários / Multicomponentes,Ni2PTe2
Ternários / Multicomponentes,Ni2Pt2Sb2
Ternários / Multicomponentes,Ni2S3Se
Ternários / Multicomponentes,Ni2SSe
Ternários / Multicomponentes,Ni2Sb2Se5
Ternários / Multicomponentes,Ni2Sb2Si2
Ternários / Multicomponentes,Ni2Ta2S10
Ternários / Multicomponentes,Ni2Ta4S10
Ternários / Multicomponentes,Ni2Tl2Se5
Ternários / Multicomponentes,Ni3GeS2
Ternários / Multicomponentes,Ni3P2Se8
Ternários / Multicomponentes,Ni3P2Te8
Ternários / Multicomponentes,Ni3SnTe2
Ternários / Multicomponentes,Ni3Ta3S14
Ternários / Multicomponentes,Ni4As4S4
Ternários / Multicomponentes,Ni4Sb4Te4
Ternários / Multicomponentes,Ni4Se3Te
Ternários / Multicomponentes,Ni4Ta2S6
Ternários / Multicomponentes,Ni4Ta2Te4
Ternários / Multicomponentes,Ni4Ta2Te6
Ternários / Multicomponentes,Ni4Ta4Se8
Ternários / Multicomponentes,Ni8As4Si4
Ternários / Multicomponentes,Ni8Ta4S8
Ternários / Multicomponentes,NiRe2P2S8
Ternários / Multicomponentes,NiRuTa2Se6
Ternários / Multicomponentes,NiTaSe4
Ternários / Multicomponentes,NiV2S4
Ternários / Multicomponentes,NiV2Se4
Ternários / Multicomponentes,NiZn2C6N6
Ternários / Multicomponentes,NiZnSe2
Ternários / Multicomponentes,NiZrSSe
Ternários / Multicomponentes,Os2P2Se6
Ternários / Multicomponentes,Os2Ta2S8
Ternários / Multicomponentes,P2S2Se
Ternários / Multicomponentes,P2S9Si3
Ternários / Multicomponentes,P4S4Si4
Ternários / Multicomponentes,Pb2As2C2H6S6
Ternários / Multicomponentes,Pb2As2Te6
Ternários / Multicomponentes,Pb2P2Te6
Ternários / Multicomponentes,Pb2PS6
Ternários / Multicomponentes,PbRbTe2
Ternários / Multicomponentes,PbS4Sb2
Ternários / Multicomponentes,Pd2As2S6
Ternários / Multicomponentes,Pd2As2Se5
Ternários / Multicomponentes,Pd2AsTe2
Ternários / Multicomponentes,Pd2H2Te4
Ternários / Multicomponentes,Pd2N4S12
Ternários / Multicomponentes,Pd2Ta4Se14
Ternários / Multicomponentes,Pd3P2S8
Ternários / Multicomponentes,Pd3Ta3S14
Ternários / Multicomponentes,Pd3Ta3Se14
Ternários / Multicomponentes,Pd3TiSe8
Ternários / Multicomponentes,Pd3ZnS4Se4
Ternários / Multicomponentes,Pd4As4Se4
Ternários / Multicomponentes,Pd4Ta2S2Se2
Ternários / Multicomponentes,Pd4Ta2S2Te2
Ternários / Multicomponentes,Pd4Ta4S8
Ternários / Multicomponentes,Pd4Tl2Te6
Ternários / Multicomponentes,PdGeS2
Ternários / Multicomponentes,PdH2S2
Ternários / Multicomponentes,PdSSe
Ternários / Multicomponentes,PdTi3Se4
Ternários / Multicomponentes,PdV2Se4
Ternários / Multicomponentes,Pt2As2Te6
Ternários / Multicomponentes,Pt2C4S12
Ternários / Multicomponentes,Pt2P2Te6
Ternários / Multicomponentes,Pt2Sb2Se6
Ternários / Multicomponentes,Pt2SeTe
Ternários / Multicomponentes,Pt2Ta4S14
Ternários / Multicomponentes,Pt3P2Se8
Ternários / Multicomponentes,Pt3S8Sb2
Ternários / Multicomponentes,Pt4Tl2S6
Ternários / Multicomponentes,PtZrSSe
Ternários / Multicomponentes,Rb2B2H6S6Se2
Ternários / Multicomponentes,Rb2B2H6S8
Ternários / Multicomponentes,Rb2C2S6
Ternários / Multicomponentes,Rb2H2N2S6
Ternários / Multicomponentes,RbGeS2
Ternários / Multicomponentes,RbGeTe2
Ternários / Multicomponentes,RbSnSe2
Ternários / Multicomponentes,Rh2S4Sb6
Ternários / Multicomponentes,RhAsTe2
Ternários / Multicomponentes,Ru2P2Se6
Ternários / Multicomponentes,S6Sb2Si2
Ternários / Multicomponentes,SSb2Te2
Ternários / Multicomponentes,SSbSe
Ternários / Multicomponentes,SbSiTe4
Ternários / Multicomponentes,Sc2As2Te6
Ternários / Multicomponentes,Sc2CH2
Ternários / Multicomponentes,Sc2P2Te6
Ternários / Multicomponentes,Sc2Sb2Te8
Ternários / Multicomponentes,Sc3B2H2
Ternários / Multicomponentes,ScZrS2Se2
Ternários / Multicomponentes,Sn2As2Se6
Ternários / Multicomponentes,Sn2P2Se6
Ternários / Multicomponentes,Sn2PS6
Ternários / Multicomponentes,Sn2PSe6
Ternários / Multicomponentes,Sn2Ta6Se12
Ternários / Multicomponentes,Sn2V2Te6
Ternários / Multicomponentes,Sn2Zn2S6
Ternários / Multicomponentes,Sn2Zr2Te8
Ternários / Multicomponentes,Sn4As4S4
Ternários / Multicomponentes,SnP2S4
Ternários / Multicomponentes,SnP2Te4
Ternários / Multicomponentes,Sr2P4S12
Ternários / Multicomponentes,Sr4As4H4Te8
Ternários / Multicomponentes,Sr4H4Sb4Se8
Ternários / Multicomponentes,Ta2BH2
Ternários / Multicomponentes,Ta2CSe2
Ternários / Multicomponentes,Ta2STe2
Ternários / Multicomponentes,Ta2V2S10
Ternários / Multicomponentes,Ta2V2Se10
Ternários / Multicomponentes,Ta2W2S11
Ternários / Multicomponentes,Ta3B2H2S2
Ternários / Multicomponentes,Ta3B2S2
Ternários / Multicomponentes,Ta3C2S2
Ternários / Multicomponentes,Ta3N2S2
Ternários / Multicomponentes,Ta4C3H2
Ternários / Multicomponentes,Ta4Ge2Te8
Ternários / Multicomponentes,Ta4S8Si2
Ternários / Multicomponentes,Ta4Se8Si2
Ternários / Multicomponentes,Ti2H2N
Ternários / Multicomponentes,Ti2PTe2
Ternários / Multicomponentes,Ti2Sb2Te6
Ternários / Multicomponentes,Ti3B2H2S2
Ternários / Multicomponentes,Ti4B3H2
Ternários / Multicomponentes,Ti4P4Se12
Ternários / Multicomponentes,TiSSe
Ternários / Multicomponentes,TiZnSe2
Ternários / Multicomponentes,TiZr3S8
Ternários / Multicomponentes,Tl2Sb2Se6
Ternários / Multicomponentes,Tl2Se6Si2
Ternários / Multicomponentes,Tl2Si2Te6
Ternários / Multicomponentes,Tl2Zn3S6
Ternários / Multicomponentes,Tl2Zn3Te6
Ternários / Multicomponentes,TlS3Si
Ternários / Multicomponentes,V2CH2
Ternários / Multicomponentes,V2CTe2
Ternários / Multicomponentes,V2Se6Si2
Ternários / Multicomponentes,V2Si2Te6
Ternários / Multicomponentes,V2W2Te8
Ternários / Multicomponentes,V4B3H2
Ternários / Multicomponentes,V4Se2Te2
Ternários / Multicomponentes,VAsSb
Ternários / Multicomponentes,VB4H5S6
Ternários / Multicomponentes,VSTe
Ternários / Multicomponentes,VSeTe
Ternários / Multicomponentes,VW2S4
Ternários / Multicomponentes,VW3Te8
Ternários / Multicomponentes,W2BTe2
Ternários / Multicomponentes,W2CS2
Ternários / Multicomponentes,W2NS2
Ternários / Multicomponentes,W3C2S2
Ternários / Multicomponentes,W3H2N2
Ternários / Multicomponentes,W4B3H2S2
Ternários / Multicomponentes,WAsSb
Ternários / Multicomponentes,WGeTe2
Ternários / Multicomponentes,Y2BH2
Ternários / Multicomponentes,Y3B2H2
Ternários / Multicomponentes,Y3H2N2S2
Ternários / Multicomponentes,Y4H2N3
Ternários / Multicomponentes,Zn2As2S6
Ternários / Multicomponentes,Zn2NSeTe
Ternários / Multicomponentes,Zn2P2S6
Ternários / Multicomponentes,Zn2P4S8
Ternários / Multicomponentes,Zn2Sb2Se6
Ternários / Multicomponentes,ZnC4N6
Ternários / Multicomponentes,Zr2As2Te6
Ternários / Multicomponentes,Zr2CS2
Ternários / Multicomponentes,Zr2Ge2S2
Ternários / Multicomponentes,Zr2Ge2Se2
Ternários / Multicomponentes,Zr2P2S6
Ternários / Multicomponentes,Zr2S2Sb
Ternários / Multicomponentes,Zr2SbSe2
Ternários / Multicomponentes,Zr2Se2Si2
Ternários / Multicomponentes,Zr2Se8Si2
Ternários / Multicomponentes,Zr3B2H2
Ternários / Multicomponentes,Zr3B2S2
Ternários / Multicomponentes,Zr3C2H2S2
Ternários / Multicomponentes,Zr3H2N2Te2
Ternários / Multicomponentes,Zr4N3S2
Ternários / Multicomponentes,ZrAs2H2S6
Ternários / Multicomponentes,ZrNSbTe2
Ternários / Multicomponentes,ZrSeTe
Óxidos,Ag2CaO8
Óxidos,Ag2Cr2O12P4
Óxidos,Ag2O6Si2
Óxidos,Ag2V2O12P4
Óxidos,Ag2WO4
Óxidos,Ag3AsO4
Óxidos,AgBa2CdInO5
Óxidos,AgCr2O6
Óxidos,AgGaAs2O6
Óxidos,AgHgSr2TlO5
Óxidos,AgTlO6Sb2
Óxidos,AgVO2
Óxidos,Al2CdO4
Óxidos,Al2H2O8Se2
Óxidos,Al2H2O8Te2
Óxidos,Al2Mn2O5
Óxidos,Al2NiO4
Óxidos,Al2O2
Óxidos,Al2O6P2
Óxidos,Al2PdO4
Óxidos,AlCdGaO4
Óxidos,AlCdInO4
Óxidos,AlGaHgO4
Óxidos,AlLiAs2O6
Óxidos,AlLiO6Sb2
Óxidos,AlNaO6P2
Óxidos,As2O6P2
Óxidos,As2OS2
Óxidos,As4H2O12Sb2
Óxidos,As4O12Te2
Óxidos,As8O12
Óxidos,As8O4Se8
Óxidos,AsGe3O8
Óxidos,Au2CaO8
Óxidos,Au2O
Óxidos,Au2O12P4
Óxidos,Au2Sn2O6
Óxidos,Au2SnO4
Óxidos,Au3O4Sb
Óxidos,Au4O12S4
Óxidos,AuCo2O4
Óxidos,AuH2O2
Óxidos,AuLi2O2
Óxidos,AuO2Te
Óxidos,AuScO6P2
Óxidos,B2Ge2H6O6Sb2
Óxidos,Ba2H8O6
Óxidos,Ba2O12P4
Óxidos,Ba2O8Sb4
Óxidos,BaTa2O7
Óxidos,Bi2O8P2
Óxidos,Bi2OS2
Óxidos,Bi2Sn3O9
Óxidos,Bi2Tl2O6
Óxidos,Bi2YO4
Óxidos,Bi4W2O12
Óxidos,Bi6Ir2O4
Óxidos,Bi6Rh2O4
Óxidos,Bi8O4S8
Óxidos,BiO2
Óxidos,Cd2Fe3O8
Óxidos,Cd2O4Si
Óxidos,Cd2OS
Óxidos,Cd2SnO4
Óxidos,Cd4W2O8
Óxidos,CdCuInSr2O5
Óxidos,Co2H4O8S2
Óxidos,Co2In2O5
Óxidos,Co2O4
Óxidos,Co2O6P2
Óxidos,Co3O4
Óxidos,CoH2O2
Óxidos,CoNaO6P2
Óxidos,CoRe2O8
Óxidos,Cr2Cu2As4O12
Óxidos,Cr2CuO6
Óxidos,Cr2Mo2O8
Óxidos,Cr3C2O2
Óxidos,Cr3WO8
Óxidos,Cr4B3O2
Óxidos,Cr4C3H2O2
Óxidos,Cr4C3O2
Óxidos,Cr4Na2O10
Óxidos,CrGa2O4
Óxidos,CrIn2O4
Óxidos,CrOTe
Óxidos,Cs2C2H6O6Te2
Óxidos,Cs2C6H6O6
Óxidos,Cu2O6Sb2
Óxidos,Cu2O6Si2
Óxidos,Cu2V2O12P4
Óxidos,Cu3O4Sb
Óxidos,CuC6H4N6O2
Óxidos,CuGaAs2O6
Óxidos,CuInAs2O6
Óxidos,CuTlO6Sb2
Óxidos,Fe2BH2O2
Óxidos,Fe2O4
Óxidos,Fe2O7Sb2
Óxidos,FeNaAs2O6
Óxidos,Ga2MgO4
Óxidos,Ga2MnO4
Óxidos,Ga2Ni2O5
Óxidos,Ga2O2
Óxidos,Ga2PdO4
Óxidos,Ga2Zn2O5
Óxidos,Ga4O6
Óxidos,GaHgTlO4
Óxidos,GaLiO6P2
Óxidos,GaNaAs2O6
Óxidos,GaNaO6Sb2
Óxidos,Ge2H2O6P2
Óxidos,Ge2O6P
Óxidos,Ge2O6Sb2
Óxidos,Ge2O8Te2
Óxidos,Ge3O9P2
Óxidos,Ge4H4O10
Óxidos,GeO2
Óxidos,GeO4Te
Óxidos,H2O12P2Sb4
Óxidos,H2O12Sb6
Óxidos,HO6SbSe2
Óxidos,Hf2As2O6
Óxidos,Hf2CO2
Óxidos,Hf2O6P2
Óxidos,Hf2O6Sb2
Óxidos,Hf3H2N2O2
Óxidos,Hf4B3H2O2
Óxidos,HfH2O6Sb2
Óxidos,HfHO2
Óxidos,HfK2H6O6
Óxidos,HfNa2H6O6
Óxidos,HfPd2H2O6
Óxidos,Hg2As2O6
Óxidos,Hg2H4O8S2
Óxidos,Hg2O4
Óxidos,Hg2O6P2
Óxidos,Hg2O6Sb2
Óxidos,Hg3B2O6
Óxidos,In2As2O6
Óxidos,In2H2O8S2
Óxidos,In2H2O8Te2
Óxidos,In2Mn2O5
Óxidos,In2NiO4
Óxidos,In2O2
Óxidos,In2O4
Óxidos,In2O6Sb2
Óxidos,In2ZnO4
Óxidos,In4O6
Óxidos,InNaO6Sb2
Óxidos,Ir2As2O6
Óxidos,Ir2RhHO6
Óxidos,Ir3PdO8
Óxidos,K2B2C8H6O2
Óxidos,K2C2N2O2
Óxidos,K2H6N2O8
Óxidos,K2MgH4O8Te2
Óxidos,K2N2O6
Óxidos,K4O8Sb4
Óxidos,KSnO2
Óxidos,Li2MoTi3N2O4
Óxidos,Li4O8Te4
Óxidos,Li6H2O8Se2
Óxidos,LiC5H5N2O5
Óxidos,LiNiO6P2
Óxidos,Mg2As2O6
Óxidos,MgH2O2
Óxidos,Mn2BH2O2
Óxidos,Mn2CH2O2
Óxidos,Mn2H4O8S2
Óxidos,Mn2H4O8Se2
Óxidos,Mn2H4O8Te2
Óxidos,Mn2O2
Óxidos,Mn2SnO4
Óxidos,Mn2W2O12Se2
Óxidos,Mn3B2H2O2
Óxidos,Mn3O4
Óxidos,Mn4N3O2
Óxidos,MnH2O2
Óxidos,MnO2P2
Óxidos,MnSn3O8
Óxidos,Mo2CH2O2
Óxidos,Mo2H2NO2
Óxidos,Mo2O10Sb2
Óxidos,Mo2O2
Óxidos,Mo2V2O10
Óxidos,Mo2Zn2O12Se2
Óxidos,Mo3H2N2O2
Óxidos,Mo3VO8
Óxidos,MoNb2ZnH3O8
Óxidos,MoOTe
Óxidos,MoPbO4
Óxidos,MoVO6
Óxidos,MoW3O8
Óxidos,Na2B2C8H6O2
Óxidos,Na2C8H6N2O2
Óxidos,Na2H4N2O6
Óxidos,Na2N4O2
Óxidos,Na2Ru2H10N2O2
Óxidos,Na2SnH6O6
Óxidos,Na4As4O8
Óxidos,Na4O12
Óxidos,Na4O4S8
Óxidos,Na4O8S4
Óxidos,Na6H2O8Se2
Óxidos,NaNb3O4
Óxidos,NaPdO6P2
Óxidos,Nb2CO2
Óxidos,Nb2O2Te2
Óxidos,Nb2PdO6
Óxidos,Nb2PtO6
Óxidos,Nb2W2O11
Óxidos,Nb3C2O2
Óxidos,Nb4Pd2O10
Óxidos,Nb4WZrN5OTe8
Óxidos,NbH2O2
Óxidos,NbOTe2
Óxidos,Ni2H4O8S2
Óxidos,Ni2N4O12
Óxidos,Ni2O6S2
Óxidos,Ni2OSeTe
Óxidos,Ni2Ta4O10
Óxidos,Ni4As4O4
Óxidos,Ni4O4Sb4
Óxidos,NiC6H8O4
Óxidos,NiH2O2
Óxidos,O14Se2Te4
